epoch,train_loss,test_loss
60,0.010610300116240978,0.010867626406252384
61,0.010265890508890152,0.010449127294123173
62,0.00992036983370781,0.010022017173469067
63,0.009575346484780312,0.009585728868842125
64,0.009219031780958176,0.009136924520134926
65,0.008834495209157467,0.008673136122524738
66,0.008420648984611034,0.008218114264309406
67,0.007998979650437832,0.0077992831356823444
68,0.007602150551974773,0.007430904544889927
69,0.007253927178680897,0.007105954922735691
70,0.006956905592232943,0.006809437647461891
71,0.0066935233771800995,0.0065251849591732025
72,0.006440880708396435,0.006243150681257248
73,0.006188522558659315,0.005966209806501865
74,0.005938291549682617,0.005705331452190876
75,0.005694996099919081,0.005460444837808609
76,0.0054616425186395645,0.0052284961566329
77,0.005237002391368151,0.005004778038710356
78,0.005016120616346598,0.004785690922290087
79,0.0047986446879804134,0.004577168263494968
80,0.0045915208756923676,0.004388313740491867
81,0.004403858911246061,0.004225730895996094
82,0.004243211355060339,0.004083940293639898
83,0.004106984008103609,0.003953578416258097
84,0.003985753282904625,0.0038264405447989702
85,0.0038696271367371082,0.0036987324710935354
86,0.003753845114260912,0.003573155961930752
87,0.003638944588601589,0.003453559475019574
88,0.0035275137051939964,0.00334272813051939
89,0.003420856548473239,0.003240804420784116
90,0.0033178881276398897,0.0031465324573218822
91,0.0032173555810004473,0.0030589797534048557
92,0.0031197110656648874,0.002978319302201271
93,0.0030274169985204935,0.002904290333390236
94,0.0029420482460409403,0.0028349957428872585
95,0.002862885594367981,0.00276663969270885
96,0.002787158591672778,0.0026959641836583614
97,0.002711720997467637,0.0026217191480100155
98,0.0026354435831308365,0.002544945105910301
99,0.0025594288017600775,0.0024677368346601725
100,0.0024854347575455904,0.002391961170360446
101,0.0024146914947777987,0.0023187012411653996
102,0.002347097033634782,0.0022482997737824917
103,0.0022823475301265717,0.002181554213166237
104,0.0022203836124390364,0.0021192284766584635
105,0.0021615042351186275,0.002061453415080905
106,0.002105722203850746,0.002007364295423031
107,0.0020524030551314354,0.0019553769379854202
108,0.0020006883423775434,0.0019043171778321266
109,0.001949925092048943,0.001854253700003028
110,0.001900391187518835,0.0018061698647215962
111,0.0018528357613831758,0.0017605624161660671
112,0.0018078334396705031,0.0017173829255625606
113,0.0017651901580393314,0.0016764510655775666
114,0.001724495436064899,0.0016378621803596616
115,0.001685469876974821,0.0016010731924325228
116,0.0016477720346301794,0.0015655026072636247
117,0.001611581421457231,0.0015304143307730556
118,0.0015767008299008012,0.0014958439860492945
119,0.001542789046652615,0.0014612744562327862
120,0.0015097116120159626,0.0014272535918280482
121,0.0014775575837120414,0.0013940931530669332
122,0.0014466372085735202,0.0013622763799503446
123,0.0014168067136779428,0.0013318893034011126
124,0.001387935597449541,0.0013028288958594203
125,0.0013598193181678653,0.0012751704780384898
126,0.001332470215857029,0.0012487308122217655
127,0.0013057674514129758,0.0012231826549395919
128,0.0012796373339369893,0.0011982745490968227
129,0.001254087663255632,0.0011738674947991967
130,0.0012291267048567533,0.001149871968664229
131,0.001204769709147513,0.0011263573542237282
132,0.0011811495060101151,0.001103486749343574
133,0.001158324652351439,0.001081361435353756
134,0.0011362453224137425,0.0010600240202620625
135,0.0011147897457703948,0.001039412571117282
136,0.0010938729392364621,0.0010193386115133762
137,0.0010734651004895568,0.0009997797897085547
138,0.0010535194305703044,0.000980622018687427
139,0.0010340542066842318,0.0009617418982088566
140,0.0010151119204238057,0.0009432094520889223
141,0.000996674643829465,0.0009250103030353785
142,0.00097876216750592,0.0009073086548596621
143,0.0009613321162760258,0.000890270690433681
144,0.0009443852468393743,0.0008740992634557188
145,0.0009278376237489283,0.00085868762107566
146,0.0009116637520492077,0.0008439178927801549
147,0.0008958813268691301,0.0008297039312310517
148,0.0008804493118077517,0.0008160083089023829
149,0.0008653635741211474,0.0008025859133340418
150,0.000850637094117701,0.0007893454749137163
151,0.0008362763910554349,0.0007763099856674671
152,0.0008222626056522131,0.0007634905050508678
153,0.0008085814188234508,0.0007509544957429171
154,0.0007951910956762731,0.0007387159275822341
155,0.0007820826140232384,0.0007268100744113326
156,0.0007692400831729174,0.0007152354228310287
157,0.00075665267650038,0.000703933706972748
158,0.0007443234208039939,0.0006928326329216361
159,0.0007322672754526138,0.0006819095578975976
160,0.0007204693392850459,0.0006711671012453735
161,0.0007089161081239581,0.0006607015966437757
162,0.0006976200384087861,0.0006505163619294763
163,0.0006865579634904861,0.0006406327593140304
164,0.000675711955409497,0.0006310823373496532
165,0.0006650894065387547,0.0006218175403773785
166,0.0006546766962856054,0.0006127881933934987
167,0.0006444563623517752,0.0006039519212208688
168,0.0006344158318825066,0.000595258898101747
169,0.0006245709955692291,0.0005866732681170106
170,0.0006149027612991631,0.0005782150547020137
171,0.0006053975084796548,0.0005698802415281534
172,0.0005960534326732159,0.00056169688468799
173,0.0005868728621862829,0.0005536637618206441
174,0.0005778762279078364,0.0005458060768432915
175,0.0005690286052413285,0.0005381131777539849
176,0.0005603254539892077,0.0005305428639985621
177,0.000551766948774457,0.0005230645183473825
178,0.0005433495971374214,0.0005156787228770554
179,0.0005350664723664522,0.0005084184813313186
180,0.0005269186804071069,0.0005013086483813822
181,0.0005189029034227133,0.0004943642416037619
182,0.0005110188503749669,0.00048764972598291934
183,0.0005032638437114656,0.00048110110219568014
184,0.0004956315387971699,0.00047467261902056634
185,0.0004881152417510748,0.00046833287342451513
186,0.00048073078505694866,0.0004620584368240088
187,0.0004734764515887946,0.000455858011264354
188,0.0004663518338929862,0.00044970697490498424
189,0.00045933632645756006,0.0004436199669726193
190,0.0004524325195234269,0.0004376459983177483
191,0.00044563651317730546,0.00043178669875487685
192,0.0004389484238345176,0.00042603083420544863
193,0.0004323749162722379,0.0004203915596008301
194,0.0004259132838342339,0.0004148505977354944
195,0.000419557181885466,0.00040939467726275325
196,0.0004133089678362012,0.00040397903649136424
197,0.000407153187552467,0.00039865204598754644
198,0.00040109403198584914,0.0003934447595383972
199,0.00039515021489933133,0.00038836945896036923
200,0.00038933625910431147,0.0003833855444099754
